"" "gene_symbol"
"FBgn0036563" "CG13075"
"FBti0061955" ""
"FBti0059816" ""
"FBgn0029950" "CG9657"
"FBgn0285975" "mir-10404-1"
"FBgn0032859" "Arpc2"
"FBti0063936" ""
"FBgn0267194" "lncRNA:CR45634"
"FBgn0027550" "CG6495"
"FBgn0038380" "CG14877"
"FBgn0031835" "CG11319"
"FBgn0052128" "tRNA:Pro-AGG-1-6"
"FBgn0085432" "pan"
"FBgn0035907" "GstO1"
"FBti0061323" ""
"FBgn0030589" "CG9519"
"FBgn0011291" "Taf11"
"FBgn0030594" "fiz"
"FBti0062702" ""
"FBgn0036812" "Nufip"
"FBgn0039705" "Atg16"
"FBtr0472729_df_nrg" ""
"FBgn0264261" "lncRNA:CR43761"
"FBti0019353" ""
"FBgn0038057" "CG12267"
"FBgn0023097" "bon"
"FBgn0036162" "Fum3"
"FBgn0036987" "CG5274"
"FBgn0083986" "CG34150"
"FBti0019008" ""
"FBgn0035010" "CG13579"
"FBgn0037376" "Hat1"
"FBgn0265299" "lncRNA:CR44272"
"FBtr0445475_df_nrg" ""
"FBgn0053002" "mRpL27"
"FBtr0304475_df_nrg" ""
"FBgn0052726" "CG32726"
"FBgn0015300" "Ssl"
"FBgn0052170" "CG32170"
"FBgn0053470" "CG33470"
"FBgn0032670" "CG5783"
"FBgn0265672" "lncRNA:CR44479"
"FBgn0035648" "CG13288"
"FBti0064037" ""
"FBgn0025625" "Sik2"
"FBgn0030004" "CG10958"
"FBti0061723" ""
"FBgn0266813" "asRNA:CR45275"
"FBgn0016756" "Usp47"
"FBgn0261933" "SmD1"
"FBgn0037249" "eIF3a"
"FBgn0035469" "CG14977"
"FBgn0085306" "CG34277"
"FBti0062435" ""
"FBgn0037107" "CG7166"
"FBti0062249" ""
"FBgn0039531" "CG5611"
"FBgn0260026" "CG42494"
"FBti0061942" ""
"FBtr0304206_df_nrg" ""
"FBgn0267083" "lncRNA:CR45527"
"FBti0062144" ""
"FBti0063555" ""
"FBgn0259481" "Mob2"
"FBgn0032815" "CG10462"
"FBgn0263247" "CG43390"
"FBgn0030457" "CG12096"
"FBgn0033702" "CG8854"
"FBgn0039883" "RhoGAP100F"
"FBti0061423" ""
"FBgn0026058" "OdsH"
"FBgn0052191" "CG32191"
"FBti0019599" ""
"FBti0018901" ""
"FBgn0250907" "Cht10"
"FBti0063504" ""
"FBgn0011283" "Obp28a"
"FBgn0032484" "kek4"
"FBti0062524" ""
"FBgn0027793" "CG14787"
"FBti0064311" ""
"FBti0061555" ""
"FBti0060489" ""
"FBgn0287210" "CG46440"
"FBgn0036984" "CG13248"
"FBgn0085380" "CG34351"
"FBgn0036516" "CG7656"
"FBgn0054034" "CG34034"
"FBgn0264298" "CG43776"
"FBti0062543" ""
"FBgn0027590" "GstE12"
"FBgn0063485" "Lasp"
"FBti0019500" ""
"FBgn0035162" "Sf3b3"
"FBgn0263656" "CG43647"
"FBgn0051573" "tRNA:Pro-TGG-1-3"
"FBgn0045486" "Gr36b"
"FBti0062367" ""
"FBgn0031132" "CG15450"
"FBgn0010531" "Ccs"
"FBgn0053178" "CG33178"
"FBgn0086602" "snoRNA:Psi28S-3436b"
"FBgn0263590" "asRNA:CR43615"
"FBgn0266977" "CG45428"
"FBgn0035856" "CG13679"
"FBti0019702" ""
"FBti0019206" ""
"FBgn0000318" "cl"
"FBgn0262789" "CR43170"
"FBgn0259858" "Su(Ste):CR42427"
"FBti0059926" ""
"FBti0019407" ""
"FBgn0031004" "CG7992"
"FBgn0267877" "CR46165"
"FBgn0003559" "su(f)"
"FBti0063999" ""
"FBgn0034783" "CG9825"
"FBgn0010401" "Os-C"
"FBgn0053241" "Ste:CG33241"
"FBgn0033889" "CG6701"
"FBti0059644" ""
"FBgn0037115" "CG11249"
"FBgn0023545" "PIG-K"
"FBti0019833" ""
"FBgn0012034" "AcCoAS"
"FBti0064298" ""
"FBgn0085440" "Lgr4"
"FBti0063244" ""
"FBgn0034139" "CG4927"
"FBgn0003129" "Poxm"
"FBgn0261386" "Gpa2"
"FBgn0039767" "CG2218"
"FBgn0037910" "CG14708"
"FBgn0033033" "scaf"
"FBgn0032763" "CG17568"
"FBgn0264915" "asRNA:CR44106"
"FBgn0028939" "NimC2"
"FBti0020149" ""
"FBgn0033716" "Den1"
"FBgn0086669" "snoRNA:Psi18S-841a"
"FBgn0031420" "Atxn7"
"FBgn0050467" "CG30467"
"FBti0062150" ""
"FBgn0264491" "how"
"FBgn0266730" "lncRNA:CR45203"
"FBgn0263527" "mir-4908"
"FBgn0030421" "Agpat1"
"FBgn0035047" "Pof"
"FBgn0266782" "lncRNA:CR45247"
"FBgn0051515" "CG31515"
"FBgn0259162" "RunxB"
"FBgn0262383" "mir-284"
"FBgn0014020" "Rho1"
"FBgn0002354" "l(3)87Df"
"FBgn0038143" "CG9813"
"FBgn0038727" "CG7432"
"FBgn0267916" "lncRNA:CR46197"
"FBti0061199" ""
"FBti0019503" ""
"FBgn0267548" "lncRNA:CR45888"
"FBgn0035857" "CG8006"
"FBgn0263755" "Su(var)3-9"
"FBgn0265080" "lncRNA:CR44191"
"FBgn0035568" "CG18418"
"FBgn0039648" "CG14515"
"FBti0063653" ""
"FBti0061719" ""
"FBgn0267384" "Ubc7"
"FBgn0004777" "Ccp84Ag"
"FBti0062478" ""
"FBgn0263330" "lncRNA:CR43411"
"FBgn0034558" "Cib2"
"FBti0114513" ""
"FBtr0472815_df_nrg" ""
"FBgn0034294" "Muc55B"
"FBgn0266831" "lncRNA:CR45293"
"FBgn0052133" "Ptip"
"FBti0062306" ""
"FBgn0033518" "Prx2540-2"
"FBgn0030797" "CG13004"
"FBgn0051814" "DIP-kappa"
"FBgn0261067" "LSm1"
"FBgn0004175" "Mst84Dd"
"FBgn0267775" "lncRNA:CR46106"
"FBgn0052179" "Krn"
"FBgn0082972" "snoRNA:Psi28S-3316a"
"FBti0020386" ""
"FBgn0030956" "CG18259"
"FBgn0267620" "lncRNA:CR45958"
"FBgn0001139" "gro"
"FBgn0265423" "CG44335"
"FBgn0035528" "CG15012"
"FBgn0010415" "Sdc"
"FBgn0031501" "CG17261"
"FBti0019300" ""
"FBti0064199" ""
"FBti0019251" ""
"FBti0060979" ""
"FBgn0030218" "CG1628"
"FBgn0266878" "lncRNA:CR45339"
"FBgn0052214" "CG32214"
"FBgn0030658" "CG7872"
"FBti0061293" ""
"FBgn0041710" "yellow-f"
"FBgn0267314" "lncRNA:CR45750"
"FBgn0024236" "foi"
"FBgn0026259" "eIF5B"
"FBgn0045862" "btz"
"FBgn0082938" "snoRNA:Me28S-C2645a"
"FBti0062626" ""
"FBti0063996" ""
"FBgn0037110" "ORMDL"
"FBtr0309613_df_nrg" ""
"FBti0060222" ""
"FBgn0086916" "snky"
"FBti0018937" ""
"FBti0059677" ""
"FBgn0053665" "CG33665"
"FBgn0031478" "CG8814"
"FBgn0033793" "CG3955"
"FBti0062601" ""
"FBti0020058" ""
"FBgn0261581" "CG42691"
"FBgn0033048" "CG7881"
"FBgn0039064" "CG4467"
"FBgn0034096" "CG7786"
"FBtr0472790_df_nrg" ""
"FBti0019972" ""
"FBgn0020381" "Dredd"
"FBgn0038638" "CG7702"
"FBgn0003411" "sisA"
"FBgn0259863" "Su(Ste):CR42432"
"FBti0059692" ""
"FBgn0267260" "lncRNA:CR45696"
"FBgn0026238" "gus"
"FBgn0032292" "EMC3"
"FBti0064195" ""
"FBgn0024804" "Dbp80"
"FBgn0023477" "Taldo"
"FBgn0051331" "tRNA:Phe-GAA-1-7"
"FBgn0265784" "CrebB"
"FBgn0085382" "CG34353"
"FBtr0472766_df_nrg" ""
"FBgn0003748" "Treh"
"FBti0062009" ""
"FBti0061009" ""
"FBgn0266117" "asRNA:CR44843"
"FBti0059995" ""
"FBgn0267454" "asRNA:CR45804"
"FBti0061579" ""
"FBgn0284414" "lncRNA:CR46328"
"FBgn0264270" "Sxl"
"FBgn0041087" "wun2"
"FBgn0035041" "CG13594"
"RR47928_transposable_element" ""
"FBgn0265865" "lncRNA:CR44654"
"FBgn0039048" "CG17111"
"FBgn0032482" "Pect"
"FBgn0005632" "faf"
"FBgn0039592" "CG14062"
"FBgn0032280" "CG17105"
"FBgn0265634" "lncRNA:CR44441"
"FBti0059701" ""
"FBtr0304253_df_nrg" ""
"FBgn0030603" "CG5541"
"FBgn0024150" "Ac78C"
"FBgn0036648" "CG4098"
"FBti0059765" ""
"FBgn0051334" "tRNA:Thr-CGT-1-2"
"FBgn0031804" "CG9500"
"FBgn0032104" "aust"
"FBgn0029930" "CG12541"
"FBgn0035482" "CG14985"
"FBti0020207" ""
"FBgn0034479" "CG8654"
"FBgn0030584" "CG14407"
"FBgn0050293" "Cht12"
"FBti0060861" ""
"FBgn0263780" "CG17684"
"FBti0063382" ""
"FBgn0034045" "CG8249"
"FBgn0037439" "CG10286"
"FBgn0085693" "CG41562"
"FBgn0025725" "alphaCOP"
"FBti0019724" ""
"FBgn0051081" "TwdlR"
"FBti0019685" ""
"FBti0020178" ""
"FBgn0026261" "bonsai"
"FBgn0028382" "cyp33"
"FBgn0016975" "stnB"
"FBgn0031815" "frj"
"FBgn0027086" "IleRS"
"FBgn0266649" "lncRNA:CR45156"
"FBgn0085413" "CG34384"
"FBgn0053648" "CG33648"
"FBgn0051612" "CG31612"
"FBgn0264753" "Rgk1"
"FBgn0053746" "snmRNA:430t"
"FBgn0267153" "lncRNA:CR45593"
"FBgn0265872" "lncRNA:CR44661"
"FBgn0028978" "trbl"
"FBgn0262097" "lncRNA:CR42850"
"FBgn0002917" "na"
"FBgn0286890" "lncRNA:CR46409"
"FBgn0011335" "vers"
"FBgn0033429" "CG12929"
"FBgn0032896" "CG14400"
"FBgn0033904" "CG18327"
"FBgn0035145" "MED14"
"FBgn0032260" "CG13144"
"FBgn0039491" "CG6059"
"FBgn0016701" "Rab4"
"FBgn0013705" "mt:tRNA:Ser-GCT"
"FBti0061792" ""
"FBgn0053923" "CG33923"
"FBgn0039413" "CG14556"
"FBgn0087013" "Karybeta3"
"FBgn0032961" "CG1416"
"FBgn0266040" "lncRNA:CR44805"
"FBgn0266352" "asRNA:CR45001"
"FBgn0041184" "Socs36E"
"FBgn0265083" "CG44194"
"FBgn0039779" "PH4alphaSG2"
"RR41606_transposable_element" ""
"FBgn0267247" "lncRNA:CR45687"
"FBti0062699" ""
"FBgn0285910" "VhaAC39-1"
"FBgn0032236" "mRpS7"
"FBgn0035736" "Cpr65Eb"
"FBgn0054026" "CG34026"
"FBgn0039509" "bigmax"
"FBgn0260768" "CG42566"
"FBgn0052640" "CG32640"
"FBgn0265680" "lncRNA:CR44487"
"FBgn0283554" "mir-9371"
"FBgn0003638" "su(w[a])"
"FBgn0266020" "lncRNA:CR44785"
"FBgn0265821" "lncRNA:CR44610"
"FBgn0035557" "CG11353"
"FBti0020036" ""
"FBti0060503" ""
"FBgn0267237" "lncRNA:CR45677"
"FBgn0051021" "CG31021"
"FBti0062897" ""
"FBgn0039050" "CG17110"
"FBgn0025111" "Ant2"
"FBgn0030838" "CG5445"
"FBgn0014342" "mia"
"FBgn0053872" "His2B:CG33872"
"FBti0062596" ""
"FBgn0267777" "lncRNA:CR46108"
"FBgn0036421" "CG13481"
"FBgn0262323" "mir-252"
"FBgn0034768" "Obp58b"
"FBti0019165" ""
"FBgn0053926" "CG33926"
"FBgn0265968" "Tfb5"
"FBgn0035631" "Txl"
"FBgn0038607" "hmw"
"FBgn0037165" "CG11437"
"FBgn0002709" "mei-218"
"FBgn0023178" "Pdf"
"FBgn0034400" "CG15099"
"FBgn0267080" "lncRNA:CR45524"
"FBtr0472809_df_nrg" ""
"FBgn0265900" "lncRNA:CR44689"
"FBgn0036144" "GlcAT-P"
"FBgn0030884" "CG6847"
"FBgn0086021" "snoRNA:MeU6-C68"
"FBgn0030369" "Cyp318a1"
"FBgn0287216" "lncRNA:CR46446"
"FBgn0052745" "CR32745"
"FBgn0022987" "qkr54B"
"FBgn0034180" "Ehbp1"
"FBgn0267675" "lncRNA:CR46011"
"FBgn0034447" "CG7744"
"FBgn0036195" "Dnai2"
"FBti0059821" ""
"FBti0059752" ""
"FBgn0028880" "CG15256"
"FBgn0051161" "CG31161"
"FBgn0086077" "snoRNA:Me18S-G962"
"FBgn0037489" "CG1234"
"FBgn0067311" "CheB38b"
"FBgn0266242" "lncRNA:CR44937"
"FBgn0030538" "betaNACtes1"
"FBgn0034948" "PPP1R15"
"FBgn0033115" "Spn42De"
"FBgn0265765" "lncRNA:CR44572"
"FBtr0472804_df_nrg" ""
"FBgn0266874" "lncRNA:CR45335"
"FBti0063154" ""
"FBgn0000464" "Lar"
"FBgn0001086" "fzy"
"FBgn0043362" "bchs"
"FBgn0033041" "Or42a"
"FBgn0037624" "CG8223"
"FBti0061472" ""
"FBgn0035543" "CG15020"
"FBgn0036323" "CG14118"
"FBgn0036406" "CG13484"
"FBgn0259950" "CG42460"
"FBgn0085220" "Ufm1"
"FBgn0035785" "ppk26"
"FBgn0261844" "pre-mod(mdg4)-V"
"FBti0019594" ""
"FBgn0039835" "mRpL32"
"FBgn0264434" "lncRNA:CR43852"
"FBgn0031196" "Cluap1"
"FBgn0003575" "su(sable)"
"FBgn0262233" "mir-2494"
"FBgn0034893" "mRpL43"
"FBgn0034215" "Mtap"
"FBgn0031877" "Hmgcl"
"FBgn0036978" "Toll-9"
"FBti0062383" ""
"FBgn0263469" "snoRNA:SC35-b"
"FBti0060262" ""
"FBgn0035577" "CG13708"
"FBgn0031174" "CG1486"
"FBgn0259227" "CG42327"
"FBgn0267472" "asRNA:CR45822"
"FBti0061753" ""
"FBtr0472750_df_nrg" ""
"FBgn0031485" "CG9643"
"FBgn0034023" "Ir52a"
"FBgn0039958" "CG12567"
"FBti0102110" ""
"FBti0061956" ""
"FBgn0262385" "mir-307a"
"FBti0061265" ""
"FBgn0051361" "dpr17"
"FBgn0037650" "CG11977"
"FBgn0037722" "CG8319"
"FBgn0267420" "CR45773"
"FBti0019022" ""
"FBgn0038865" "cDIP"
"FBgn0035057" "CG3880"
"FBti0061895" ""
"FBgn0262519" "Mi-2"
"FBgn0040309" "Jafrac1"
"FBgn0039854" "CG1635"
"FBgn0266413" "asRNA:CR45053"
"FBti0062019" ""
"FBgn0053318" "CR33318"
"FBti0062468" ""
"FBti0062160" ""
"FBgn0036599" "CG13044"
"FBgn0261575" "tobi"
"FBgn0265967" "lncRNA:CR44754"
"FBti0019626" ""
"FBgn0029866" "CG3842"
"FBgn0265857" "lncRNA:CR44646"
"FBgn0261006" "snoRNA:83E4-5"
"FBti0060669" ""
"FBgn0011586" "e(r)"
"FBgn0031422" "PIG-Wa"
"FBgn0031235" "CG13693"
"FBti0063578" ""
"FBgn0264713" "asRNA:CR43981"
"FBgn0260398" "Pbp49"
"FBgn0035141" "Cypl"
"FBgn0267111" "lncRNA:CR45551"
"FBti0063613" ""
"FBgn0265922" "lncRNA:CR44711"
"FBgn0031662" "CG3792"
"FBgn0053901" "His4:CG33901"
"FBgn0260233" "CG42507"
"FBgn0025639" "Hmt4-20"
"FBgn0034084" "CG8435"
"FBgn0262028" "lncRNA:CR42839"
"FBgn0001257" "ImpL2"
"FBgn0085289" "CG34260"
"FBgn0039861" "pasha"
"FBgn0038460" "CG18622"
"FBgn0036832" "CG18223"
"FBti0020349" ""
"FBgn0040950" "Muc26B"
"FBgn0026562" "SPARC"
"FBgn0264539" "lncRNA:CR43918"
"FBgn0030588" "CG9521"
"FBgn0264469" "asRNA:CR43877"
"FBgn0053891" "His4:CG33891"
"FBti0019756" ""
"FBgn0035231" "Pcyt2"
"FBgn0030703" "MSBP"
"FBgn0261840" "pre-mod(mdg4)-X"
"FBti0019842" ""
"FBgn0001230" "Hsp68"
"FBti0060960" ""
"FBti0059658" ""
"FBgn0266769" "lncRNA:CR45234"
"FBgn0041711" "yellow-e"
"FBgn0039190" "CG5762"
"FBgn0266362" "lncRNA:CR45010"
"FBgn0010438" "mtSSB"
"FBti0020237" ""
"RR48405_transposable_element" ""
"FBti0061814" ""
"FBgn0015000" "betaggt-I"
"FBgn0025878" "wrapper"
"FBgn0039161" "CG13606"
"FBgn0030793" "Rai1"
"FBti0019627" ""
"FBgn0035663" "CG6462"
"FBti0063259" ""
"FBgn0032281" "CG17107"
"FBti0063760" ""
"FBgn0030768" "CG9723"
"FBgn0053801" "His1:CG33801"
"FBgn0033544" "CG7220"
"FBgn0051282" "tRNA:Thr-AGT-1-4"
"FBgn0260466" "Indy-2"
"FBgn0032069" "LManVI"
"FBgn0263602" "Tasp1"
"FBgn0250868" "CG42239"
"FBgn0042131" "CG18808"
"FBgn0033287" "CG8701"
"FBgn0032600" "BuGZ"
"FBgn0030735" "CG3632"
"FBti0019244" ""
"FBti0060286" ""
"FBgn0267339" "p38c"
"FBgn0015279" "Pi3K92E"
"FBgn0020279" "lig"
"FBgn0038149" "GILT1"
"FBgn0033865" "CG6220"
"FBgn0013811" "Dhc62B"
"FBgn0030671" "CG8134"
"FBgn0267031" "lncRNA:CR45475"
"FBgn0267493" "Mst77Y-9"
"FBgn0259194" "Ir94e"
"FBgn0031155" "CG15446"
"FBgn0039233" "CG7006"
"FBgn0000644" "Fcp3C"
"FBgn0086041" "snoRNA:Me18S-A469"
"FBgn0013704" "mt:tRNA:Arg-TCG"
"FBgn0000015" "Abd-B"
"FBgn0262988" "CG43296"
"FBgn0039622" "eIF4E6"
"FBti0063925" ""
"FBgn0033753" "Cyp301a1"
"FBti0059886" ""
"FBgn0034968" "RpL12"
"FBgn0035914" "CG6282"
"FBgn0050379" "CG30379"
"FBgn0262174" "mir-993"
"FBti0061161" ""
"FBti0063931" ""
"FBgn0266000" "CG44774"
"FBgn0039093" "CG10183"
"FBti0018958" ""
"FBgn0265741" "lncRNA:CR44548"
"FBgn0265743" "lncRNA:CR44550"
"FBgn0054021" "CG34021"
"FBgn0036476" "sstn"
"FBgn0261550" "CG42668"
"FBgn0047330" "CG32235"
"FBgn0037972" "CG10005"
"FBgn0051055" "CG31055"
"FBgn0262539" "CG43093"
"FBti0060278" ""
"FBgn0035816" "CG13685"
"FBgn0085287" "CG34258"
"FBti0062489" ""
"FBgn0086068" "snoRNA:Or-CD12"
"FBti0062540" ""
"FBgn0034731" "CG10384"
"FBgn0259991" "CG42488"
"FBgn0037382" "Hpr1"
"FBgn0037573" "CG7483"
"FBti0019414" ""
"FBgn0266124" "ghi"
"FBgn0261401" "Ir75c"
"FBgn0286782" "flz"
"FBgn0032299" "CG17127"
"FBgn0266913" "lncRNA:CR45373"
"FBti0020011" ""
"FBgn0036762" "CG7430"
"FBgn0032940" "Mondo"
"FBgn0265051" "lncRNA:CR44166"
"FBti0059642" ""
"FBgn0039945" "CG17159"
"FBgn0038886" "Ugt49B2"
"FBgn0050249" "tRNA:His-GTG-1-1"
"FBgn0028949" "CG15254"
"FBgn0037137" "Nopp140"
"FBgn0037026" "CG3634"
"FBti0063295" ""
"FBti0062900" ""
"FBgn0003053" "peb"
"FBgn0036353" "CG10171"
"FBgn0011692" "pav"
"FBgn0037601" "Cyp313b1"
"FBti0018907" ""
"FBgn0260228" "CG42502"
"FBti0061001" ""
"RR50515_transposable_element" ""
"FBgn0038142" "CheA87a"
"FBti0062430" ""
"FBgn0051570" "tRNA:Ala-AGC-2-2"
"FBgn0016691" "ATPsynO"
"FBgn0011556" "zetaTry"
"FBgn0051191" "CG31191"
"FBgn0021872" "Xbp1"
"FBgn0264740" "CG43998"
"FBgn0001316" "klar"
"FBgn0266986" "lncRNA:CR45437"
"FBgn0267210" "lncRNA:CR45650"
"FBgn0030586" "CG12539"
"FBgn0036448" "mop"
"FBti0020316" ""
"FBgn0030011" "Gbeta5"
"FBgn0286517" "mir-10404-3"
"FBgn0028415" "Met75Cb"
"FBti0063211" ""
"FBgn0026869" "Thd1"
"FBti0061690" ""
"FBti0060445" ""
"FBti0064009" ""
"FBgn0031323" "CG5139"
"FBgn0053971" "Ir62a"
"FBti0063934" ""
"FBgn0283510" "Pal1"
"FBgn0052137" "CG32137"
"FBgn0013763" "Idgf6"
"FBgn0264272" "mwh"
"FBti0019313" ""
"FBti0020412" ""
"FBti0063426" ""
"FBgn0035693" "CG8219"
"FBgn0031324" "CG14342"
"FBgn0266138" "lncRNA:CR44844"
"FBti0019007" ""
"FBgn0036341" "Syx13"
"FBgn0011950" "tRNA:Arg-TCG-3-3"
"FBgn0003071" "Pfk"
"FBgn0286518" "mir-10404-4"
"FBgn0038343" "Trissin"
"FBgn0031296" "CG4415"
"FBgn0264694" "mgr"
"FBgn0053727" "snmRNA:430a"
"FBgn0000320" "eya"
"FBti0019669" ""
"FBgn0262984" "CG43292"
"FBgn0266630" "asRNA:CR45137"
"FBti0061631" ""
"FBgn0261842" "pre-mod(mdg4)-AE"
"FBgn0034067" "CG8399"
"FBgn0266151" "lncRNA:CR44857"
"FBgn0263343" "lncRNA:CR43424"
"FBti0061515" ""
"FBgn0034456" "Ir56b"
"FBti0063571" ""
"FBgn0035697" "CG10163"
"FBti0061248" ""
"FBgn0010408" "RpS9"
"FBgn0030672" "CG9281"
"FBgn0266366" "lncRNA:CR45014"
"FBgn0016053" "pgc"
"FBti0020196" ""
"FBgn0264438" "lncRNA:CR43856"
"FBgn0032640" "Sgt"
"FBgn0011888" "tRNA:Lys-CTT-1-3"
"FBgn0053325" "CG33325"
"FBgn0266882" "asRNA:CR45343"
"FBgn0032431" "CG5435"
"FBgn0265649" "lncRNA:CR44456"
"FBgn0266772" "lncRNA:CR45237"
"FBgn0035434" "Drsl5"
"FBgn0262033" "lncRNA:CR42844"
"FBgn0034521" "Mgat1"
"FBgn0083985" "CG34149"
"FBti0064246" ""
"FBtr0472801_df_nrg" ""
"FBgn0265318" "asRNA:CR44291"
"FBgn0030720" "CG8939"
"FBgn0039900" "Syt7"
"FBgn0266912" "lncRNA:CR45372"
"FBtr0304386_df_nrg" ""
"FBgn0284413" "lncRNA:TS4"
"FBgn0035232" "CG12099"
"FBgn0051471" "tRNA:Thr-AGT-1-7"
"FBgn0036660" "CG13025"
"FBgn0004507" "GlyP"
"FBgn0266821" "lncRNA:CR45283"
"FBtr0304500_df_nrg" ""
"FBgn0260454" "CG17139"
"FBgn0036893" "PIG-F"
"FBti0060381" ""
"FBti0064295" ""
"FBgn0036584" "CG13054"
"FBgn0051840" "lncRNA:CR31840"
"FBti0018887" ""
"FBgn0035258" "CG13931"
"FBgn0053322" "CG33322"
"FBgn0004569" "aos"
"FBgn0028644" "beat-Ic"
"FBgn0029687" "Vap33"
"FBgn0001090" "bnb"
"FBgn0287601" "asRNA:CR46470"
"FBti0064312" ""
"FBgn0039023" "Nepl14"
"FBgn0260399" "gwl"
"FBgn0262565" "CR43105"
"FBti0059922" ""
"FBgn0267131" "lncRNA:CR45571"
"FBgn0015774" "NetB"
"FBti0062382" ""
"FBti0062757" ""
"FBgn0032006" "Pvr"
"FBti0020368" ""
"FBgn0263979" "Caf1-55"
"FBgn0028541" "TM9SF4"
"FBgn0029789" "PGAP1"
"FBgn0030296" "CG15196"
"FBgn0052847" "CG32847"
"FBgn0000140" "asp"
"FBti0019473" ""
"FBgn0086046" "snoRNA:Me28S-A1705"
"FBgn0031972" "Wwox"
"FBgn0034156" "CG5348"
"FBti0060160" ""
"FBgn0034033" "CG8204"
"FBgn0262819" "CG43190"
"FBti0063554" ""
"FBti0019130" ""
"FBgn0044028" "Notum"
"FBgn0003866" "tsh"
"FBgn0052360" "tRNA:Leu-CAG-1-4"
"FBgn0030630" "CG12608"
"FBgn0265748" "lncRNA:CR44555"
"FBti0064284" ""
"FBgn0031117" "GstT3"
"FBti0063331" ""
"FBgn0259998" "CG17571"
"FBgn0036218" "Sprn"
"FBgn0053752" "CG33752"
"FBgn0030277" "CG1394"
"FBgn0052011" "CR32011"
"FBgn0260799" "p120ctn"
"FBgn0013692" "mt:tRNA:Glu-TTC"
"FBgn0264296" "CG43774"
"FBti0063866" ""
"FBgn0259727" "CG42381"
"FBgn0027055" "CSN3"
"FBgn0030876" "CG6762"
"FBti0060575" ""
"FBgn0038037" "Cyp9f2"
"FBgn0034997" "CG3376"
"FBgn0039554" "CG5003"
"FBti0064056" ""
"FBgn0038071" "Dtg"
"FBti0019036" ""
"FBgn0263873" "sick"
"FBgn0052123" "tRNA:CR32123:Psi"
"FBgn0027539" "lili"
"FBgn0030964" "Pvf1"
"FBti0063507" ""
"FBgn0261674" "CG42709"
"FBgn0033981" "Cyp6a21"
"FBgn0035152" "CG3386"
"FBgn0051221" "CG31221"
"FBgn0086082" "snoRNA:Or-CD11"
"FBgn0033233" "Kdm4A"
"FBgn0002921" "Atpalpha"
"FBti0061019" ""
"FBgn0031483" "CG9641"
"FBgn0004868" "Gdi"
"FBgn0260969" "CG42592"
"FBti0019217" ""
"FBgn0031273" "CG2839"
"FBti0059960" ""
"FBgn0053841" "His2A:CG33841"
"FBgn0265148" "lncRNA:CR44217"
"FBgn0036875" "CG9449"
"FBgn0036332" "Cul6"
"FBti0060407" ""
"FBgn0013954" "Fkbp12"
"FBgn0266981" "lncRNA:CR45432"
"FBgn0265586" "lncRNA:CR44413"
"FBgn0000212" "brm"
"FBgn0267764" "lncRNA:CR46095"
"FBti0019445" ""
"FBgn0027094" "AlaRS"
"FBgn0032372" "CG4988"
"FBgn0032434" "CG5421"
"FBti0064051" ""
"FBgn0030099" "CG12056"
"FBgn0052351" "S-Lap2"
"FBgn0038209" "CG9722"
"FBtr0304280_df_nrg" ""
"FBgn0028919" "CG16865"
"FBgn0030524" "CG10993"
"FBgn0267540" "lncRNA:CR45880"
"FBtr0472703_df_nrg" ""
"FBgn0035997" "phol"
"FBgn0053310" "CG33310"
"FBgn0031489" "CG17224"
"FBti0064206" ""
"FBgn0030029" "CG15343"
"FBgn0267112" "lncRNA:CR45552"
"FBgn0086069" "snoRNA:Me28S-C3351"
"FBgn0031498" "CG17260"
"FBti0061623" ""
"FBti0060677" ""
"FBti0064133" ""
"RR48810_transposable_element" ""
"FBgn0034269" "Hyccin"
"RR48308_transposable_element" ""
"FBti0019267" ""
"FBgn0035986" "CG4022"
"FBgn0037217" "CG14636"
"FBgn0031646" "snsl"
"FBgn0039711" "CG7824"
"FBgn0040905" "CG15578"
"FBgn0031022" "CG12204"
"FBti0061565" ""
"FBgn0028379" "fan"
"FBgn0264696" "CG43965"
"FBti0019006" ""
"FBti0061799" ""
"FBti0061044" ""
"FBgn0051716" "Cnot4"
"FBgn0052260" "CG32260"
"FBgn0267487" "Ptp61F"
"FBti0020325" ""
"FBgn0051864" "Qtzl"
"FBgn0035113" "pyx"
"FBti0060542" ""
"FBgn0030347" "CG15739"
"FBgn0283531" "Duox"
"FBgn0267272" "lncRNA:CR45708"
"FBgn0040705" "ND-B8"
"FBti0064036" ""
"FBgn0031607" "Secp43"
"FBgn0030723" "dpr18"
"FBti0060692" ""
"FBgn0052313" "CG32313"
"FBgn0001215" "Hrb98DE"
"FBti0060998" ""
"FBgn0265351" "nac"
"FBtr0304379_df_nrg" ""
"FBgn0003527" "stil"
"FBgn0035823" "eIF4E5"
"RR50446_transposable_element" ""
"FBgn0036503" "CG13454"
"FBgn0016641" "PTP-ER"
"FBgn0038268" "CG3631"
"FBgn0039071" "bb8"
"FBgn0052437" "CG32437"
"FBtr0304229_df_nrg" ""
"FBgn0029874" "CG3342"
"FBgn0039086" "Ugt303B1"
"FBgn0262690" "asRNA:CR43160"
"FBgn0037698" "CG16779"
"FBgn0259817" "SteXh:CG42398"
"FBgn0033199" "CG17985"
"FBgn0034511" "GNBP-like3"
"FBgn0039299" "CG11854"
"FBgn0027608" "CG2082"
"FBgn0026252" "msk"
"FBgn0002592" "E(spl)m2-BFM"
"FBgn0046689" "Takl1"
